Name,description,LON,LAT
The Avenue Royal Park Connectors,,14495626.99999999813735485077,-3778421.00000000000000000000
The Avenue Royal Park Connectors,,14495614.00000000000000000000,-3778414.99999999953433871269
The Avenue Royal Park Connectors,,14495605.00000000000000000000,-3778410.00000000000000000000
The Avenue Royal Park Connectors,,14495594.00000000000000000000,-3778402.00000000000000000000
The Avenue Royal Park Connectors,,14495579.00000000000000000000,-3778391.00000000000000000000
The Avenue Royal Park Connectors,,14495540.00000000000000000000,-3778358.99999999953433871269
The Avenue Royal Park Connectors,,14495509.99999999813735485077,-3778335.00000000000000000000
The Avenue Royal Park Connectors,,14495489.00000000000000000000,-3778317.00000000000000000000
The Avenue Royal Park Connectors,,14495480.00000000000000000000,-3778309.00000000000000000000
The Avenue Royal Park Connectors,,14495477.00000000000000000000,-3778300.00000000000000000000
The Avenue Royal Park Connectors,,14495470.00000000000000000000,-3778288.00000000000000000000
The Avenue Royal Park Connectors,,14495459.00000000000000000000,-3778276.00000000046566128731
The Avenue Royal Park Connectors,,14495447.99999999813735485077,-3778266.00000000000000000000
The Avenue Royal Park Connectors,,14495436.00000000000000000000,-3778259.00000000000000000000
The Avenue Royal Park Connectors,,14495426.00000000000000000000,-3778255.00000000000000000000
The Avenue Royal Park Connectors,,14495407.00000000000000000000,-3778249.00000000046566128731
The Avenue Royal Park Connectors,,14495402.99999999813735485077,-3778247.00000000046566128731
The Avenue Royal Park Connectors,,14495400.00000000000000000000,-3778244.00000000000000000000
The Avenue Royal Park Connectors,,14495391.00000000000000000000,-3778237.00000000000000000000
The Avenue Royal Park Connectors,,14495384.00000000186264514923,-3778231.00000000046566128731
The Avenue Royal Park Connectors,,14495377.00000000000000000000,-3778223.00000000000000000000
The Avenue Royal Park Connectors,,14495372.00000000000000000000,-3778215.99999999953433871269
The Avenue Royal Park Connectors,,14495366.99999999813735485077,-3778208.00000000000000000000
The Avenue Royal Park Connectors,,14495363.00000000000000000000,-3778199.99999999953433871269
The Avenue Royal Park Connectors,,14495361.00000000000000000000,-3778192.00000000000000000000
The Avenue Royal Park Connectors,,14495357.99999999813735485077,-3778183.00000000000000000000
The Avenue Royal Park Connectors,,14495357.00000000186264514923,-3778176.00000000000000000000
The Avenue Royal Park Connectors,,14495357.00000000186264514923,-3778170.00000000000000000000
The Avenue Royal Park Connectors,,14495356.00000000186264514923,-3778163.00000000000000000000
The Avenue Royal Park Connectors,,14495356.00000000186264514923,-3778161.00000000000000000000
NW Royal Park to Gatehouse St,,14494277.00000000000000000000,-3778956.00000000000000000000
NW Royal Park to Gatehouse St,,14494280.00000000000000000000,-3778956.99999999953433871269
NW Royal Park to Gatehouse St,,14494283.99999999813735485077,-3778958.00000000000000000000
NW Royal Park to Gatehouse St,,14494287.00000000000000000000,-3778958.99999999953433871269
NW Royal Park to Gatehouse St,,14494290.00000000000000000000,-3778961.00000000046566128731
NW Royal Park to Gatehouse St,,14494297.00000000000000000000,-3778967.00000000000000000000
NW Royal Park to Gatehouse St,,14494299.00000000000000000000,-3778969.00000000000000000000
NW Royal Park to Gatehouse St,,14494313.00000000000000000000,-3778973.00000000000000000000
NW Royal Park to Gatehouse St,,14494326.00000000000000000000,-3778976.00000000000000000000
NW Royal Park to Gatehouse St,,14494336.00000000186264514923,-3778980.00000000000000000000
NW Royal Park to Gatehouse St,,14494344.00000000186264514923,-3778984.00000000000000000000
NW Royal Park to Gatehouse St,,14494354.99999999813735485077,-3778990.00000000046566128731
NW Royal Park to Gatehouse St,,14494363.99999999813735485077,-3778994.99999999953433871269
NW Royal Park to Gatehouse St,,14494376.00000000000000000000,-3779003.00000000000000000000
NW Royal Park to Gatehouse St,,14494384.00000000000000000000,-3779008.00000000046566128731
NW Royal Park to Gatehouse St,,14494392.00000000000000000000,-3779012.00000000000000000000
NW Royal Park to Gatehouse St,,14494401.00000000000000000000,-3779018.00000000000000000000
NW Royal Park to Gatehouse St,,14494410.00000000000000000000,-3779021.00000000000000000000
NW Royal Park to Gatehouse St,,14494417.00000000186264514923,-3779023.99999999953433871269
NW Royal Park to Gatehouse St,,14494419.00000000000000000000,-3779023.99999999953433871269
NW Royal Park to Gatehouse St,,14494428.00000000000000000000,-3779026.00000000046566128731
NW Royal Park to Gatehouse St,,14494441.00000000000000000000,-3779028.00000000046566128731
NW Royal Park to Gatehouse St,,14494455.00000000000000000000,-3779030.00000000000000000000
NW Royal Park to Gatehouse St,,14494468.00000000000000000000,-3779031.00000000000000000000
NW Royal Park to Gatehouse St,,14494476.00000000000000000000,-3779031.00000000000000000000
NW Royal Park to Gatehouse St,,14494489.99999999813735485077,-3779031.00000000000000000000
NW Royal Park to Gatehouse St,,14494498.99999999813735485077,-3779031.00000000000000000000
NW Royal Park to Gatehouse St,,14494510.00000000000000000000,-3779029.00000000000000000000
NW Royal Park to Gatehouse St,,14494524.99999999813735485077,-3779026.00000000046566128731
NW Royal Park to Gatehouse St,,14494537.00000000000000000000,-3779023.00000000000000000000
NW Royal Park to Gatehouse St,,14494549.00000000000000000000,-3779018.00000000000000000000
NW Royal Park to Gatehouse St,,14494558.00000000000000000000,-3779014.99999999953433871269
NW Royal Park to Gatehouse St,,14494567.00000000000000000000,-3779012.00000000000000000000
NW Royal Park to Gatehouse St,,14494584.00000000000000000000,-3779005.99999999953433871269
NW Royal Park to Gatehouse St,,14494599.00000000000000000000,-3779003.99999999953433871269
NW Royal Park to Gatehouse St,,14494611.00000000000000000000,-3779002.00000000000000000000
NW Royal Park to Gatehouse St,,14494621.00000000000000000000,-3779000.00000000000000000000
NW Royal Park to Gatehouse St,,14494631.00000000186264514923,-3778999.00000000046566128731
NW Royal Park to Gatehouse St,,14494640.00000000186264514923,-3778999.00000000046566128731
NW Royal Park to Gatehouse St,,14494652.00000000000000000000,-3779000.00000000000000000000
NW Royal Park to Gatehouse St,,14494662.00000000000000000000,-3779002.00000000000000000000
NW Royal Park to Gatehouse St,,14494670.00000000000000000000,-3779003.00000000000000000000
NW Royal Park to Gatehouse St,,14494680.00000000000000000000,-3779005.00000000000000000000
NW Royal Park to Gatehouse St,,14494685.99999999813735485077,-3779005.00000000000000000000
NW Royal Park to Gatehouse St,,14494693.00000000000000000000,-3779005.00000000000000000000
NW Royal Park to Gatehouse St,,14494706.00000000000000000000,-3779002.00000000000000000000
NW Royal Park to Gatehouse St,,14494717.00000000000000000000,-3778999.00000000046566128731
NW Royal Park to Gatehouse St,,14494739.00000000186264514923,-3778989.00000000000000000000
NW Royal Park to Gatehouse St,,14494769.00000000000000000000,-3778974.00000000000000000000
NW Royal Park to Gatehouse St,,14494778.00000000000000000000,-3778969.00000000000000000000
NW Royal Park to Gatehouse St,,14494792.00000000186264514923,-3778963.00000000046566128731
NW Royal Park to Gatehouse St,,14494806.00000000000000000000,-3778956.00000000000000000000
NW Royal Park to Gatehouse St,,14494814.00000000000000000000,-3778953.00000000000000000000
NW Royal Park to Gatehouse St,,14494828.99999999813735485077,-3778949.00000000000000000000
NW Royal Park to Gatehouse St,,14494853.00000000000000000000,-3778943.00000000046566128731
NW Royal Park to Gatehouse St,,14494871.00000000000000000000,-3778938.99999999953433871269
NW Royal Park to Gatehouse St,,14494894.00000000000000000000,-3778936.00000000000000000000
NW Royal Park to Gatehouse St,,14494927.00000000186264514923,-3778931.00000000000000000000
NW Royal Park to Gatehouse St,,14494958.00000000000000000000,-3778929.99999999953433871269
NW Royal Park to Gatehouse St,,14494971.00000000186264514923,-3778929.00000000000000000000
NW Royal Park to Gatehouse St,,14494981.99999999813735485077,-3778931.00000000000000000000
NW Royal Park to Gatehouse St,,14494984.00000000000000000000,-3778931.00000000000000000000
NW Royal Park to Gatehouse St,,14494993.00000000000000000000,-3778931.99999999953433871269
NW Royal Park to Gatehouse St,,14495007.00000000186264514923,-3778936.00000000000000000000
NW Royal Park to Gatehouse St,,14495019.00000000000000000000,-3778940.00000000000000000000
NW Royal Park to Gatehouse St,,14495034.00000000186264514923,-3778946.00000000000000000000
NW Royal Park to Gatehouse St,,14495046.00000000000000000000,-3778951.00000000000000000000
NW Royal Park to Gatehouse St,,14495056.00000000000000000000,-3778956.00000000000000000000
NW Royal Park to Gatehouse St,,14495070.00000000186264514923,-3778962.00000000000000000000
NW Royal Park to Gatehouse St,,14495121.00000000000000000000,-3778989.00000000000000000000
NW Royal Park to Gatehouse St,,14495151.00000000186264514923,-3779005.00000000000000000000
NW Royal Park to Gatehouse St,,14495178.00000000186264514923,-3779023.00000000000000000000
NW Royal Park to Gatehouse St,,14495171.00000000000000000000,-3779036.00000000000000000000
NW Royal Park to Gatehouse St,,14495166.00000000000000000000,-3779050.99999999953433871269
NW Royal Park to Gatehouse St,,14495162.00000000000000000000,-3779066.00000000046566128731
NW Royal Park to Gatehouse St,,14495160.00000000186264514923,-3779078.00000000000000000000
NW Royal Park to Gatehouse St,,14495157.00000000000000000000,-3779090.99999999953433871269
NW Royal Park to Gatehouse St,,14495158.00000000000000000000,-3779101.00000000000000000000
NW Royal Park to Gatehouse St,,14495160.99999999813735485077,-3779117.99999999953433871269
NW Royal Park to Gatehouse St,,14495165.00000000000000000000,-3779134.00000000000000000000
NW Royal Park to Gatehouse St,,14495171.00000000000000000000,-3779155.00000000000000000000
NW Royal Park to Gatehouse St,,14495181.00000000000000000000,-3779173.99999999953433871269
NW Royal Park to Gatehouse St,,14495190.00000000000000000000,-3779184.99999999953433871269
NW Royal Park to Gatehouse St,,14495196.00000000186264514923,-3779193.00000000000000000000
NW Royal Park to Gatehouse St,,14495211.00000000000000000000,-3779208.00000000000000000000
NW Royal Park to Gatehouse St,,14495227.00000000000000000000,-3779220.99999999953433871269
NW Royal Park to Gatehouse St,,14495237.00000000000000000000,-3779229.99999999953433871269
NW Royal Park to Gatehouse St,,14495254.00000000000000000000,-3779238.99999999953433871269
NW Royal Park to Gatehouse St,,14495276.00000000186264514923,-3779251.00000000000000000000
NW Royal Park to Gatehouse St,,14495294.99999999813735485077,-3779258.00000000000000000000
NW Royal Park to Gatehouse St,,14495315.00000000000000000000,-3779263.00000000046566128731
NW Royal Park to Gatehouse St,,14495336.00000000000000000000,-3779267.00000000000000000000
NW Royal Park to Gatehouse St,,14495359.00000000000000000000,-3779270.00000000046566128731
NW Royal Park to Gatehouse St,,14495389.00000000000000000000,-3779271.00000000000000000000
NW Royal Park to Gatehouse St,,14495418.00000000000000000000,-3779267.99999999953433871269
NW Royal Park to Gatehouse St,,14495423.00000000000000000000,-3779281.00000000046566128731
NW Royal Park to Gatehouse St,,14495432.00000000000000000000,-3779296.99999999953433871269
NW Royal Park to Gatehouse St,,14495438.99999999813735485077,-3779310.00000000046566128731
NW Royal Park to Gatehouse St,,14495452.00000000000000000000,-3779323.99999999953433871269
NW Royal Park to Gatehouse St,,14495468.00000000000000000000,-3779341.99999999953433871269
NW Royal Park to Gatehouse St,,14495477.00000000000000000000,-3779349.00000000000000000000
Royal Park Station to Flemington Rd,,14495127.00000000000000000000,-3778134.00000000000000000000
Royal Park Station to Flemington Rd,,14495125.99999999813735485077,-3778134.00000000000000000000
Royal Park Station to Flemington Rd,,14495122.00000000000000000000,-3778134.00000000000000000000
Royal Park Station to Flemington Rd,,14495116.99999999813735485077,-3778135.00000000046566128731
Royal Park Station to Flemington Rd,,14495112.00000000000000000000,-3778135.00000000046566128731
Royal Park Station to Flemington Rd,,14495105.00000000000000000000,-3778135.00000000046566128731
Royal Park Station to Flemington Rd,,14495096.00000000000000000000,-3778135.00000000046566128731
Royal Park Station to Flemington Rd,,14495084.00000000000000000000,-3778136.00000000000000000000
Royal Park Station to Flemington Rd,,14495073.00000000000000000000,-3778136.00000000000000000000
Royal Park Station to Flemington Rd,,14495064.00000000000000000000,-3778137.00000000046566128731
Royal Park Station to Flemington Rd,,14495052.00000000186264514923,-3778139.00000000000000000000
Royal Park Station to Flemington Rd,,14495041.00000000000000000000,-3778140.00000000000000000000
Royal Park Station to Flemington Rd,,14495030.00000000000000000000,-3778143.00000000000000000000
Royal Park Station to Flemington Rd,,14495017.00000000186264514923,-3778146.00000000046566128731
Royal Park Station to Flemington Rd,,14495003.00000000000000000000,-3778150.00000000000000000000
Royal Park Station to Flemington Rd,,14494990.99999999813735485077,-3778154.00000000000000000000
Royal Park Station to Flemington Rd,,14494981.99999999813735485077,-3778157.00000000000000000000
Royal Park Station to Flemington Rd,,14494974.00000000000000000000,-3778159.99999999953433871269
Royal Park Station to Flemington Rd,,14494972.00000000186264514923,-3778161.99999999953433871269
Royal Park Station to Flemington Rd,,14494969.00000000000000000000,-3778163.00000000000000000000
Royal Park Station to Flemington Rd,,14494968.00000000000000000000,-3778165.00000000000000000000
Royal Park Station to Flemington Rd,,14494967.00000000000000000000,-3778167.00000000000000000000
Royal Park Station to Flemington Rd,,14494966.00000000000000000000,-3778170.00000000000000000000
Royal Park Station to Flemington Rd,,14494966.00000000000000000000,-3778173.00000000046566128731
Royal Park Station to Flemington Rd,,14494966.00000000000000000000,-3778176.00000000000000000000
Royal Park Station to Flemington Rd,,14494966.00000000000000000000,-3778179.99999999953433871269
Royal Park Station to Flemington Rd,,14494966.00000000000000000000,-3778201.00000000000000000000
Royal Park Station to Flemington Rd,,14494966.00000000000000000000,-3778206.99999999953433871269
Royal Park Station to Flemington Rd,,14494966.00000000000000000000,-3778210.00000000000000000000
Royal Park Station to Flemington Rd,,14494965.00000000000000000000,-3778213.00000000000000000000
Royal Park Station to Flemington Rd,,14494963.99999999813735485077,-3778217.00000000000000000000
Royal Park Station to Flemington Rd,,14494961.00000000000000000000,-3778224.00000000000000000000
Royal Park Station to Flemington Rd,,14494953.00000000186264514923,-3778244.00000000000000000000
Royal Park Station to Flemington Rd,,14494952.00000000000000000000,-3778246.00000000000000000000
Royal Park Station to Flemington Rd,,14494936.99999999813735485077,-3778262.99999999953433871269
Royal Park Station to Flemington Rd,,14494910.99999999813735485077,-3778294.00000000046566128731
Royal Park Station to Flemington Rd,,14494900.99999999813735485077,-3778311.00000000000000000000
Royal Park Station to Flemington Rd,,14494892.99999999813735485077,-3778329.00000000000000000000
Royal Park Station to Flemington Rd,,14494882.99999999813735485077,-3778363.00000000000000000000
Royal Park Station to Flemington Rd,,14494882.00000000186264514923,-3778385.99999999953433871269
Royal Park Station to Flemington Rd,,14494892.99999999813735485077,-3778449.00000000000000000000
Royal Park Station to Flemington Rd,,14494900.00000000186264514923,-3778472.00000000000000000000
Royal Park Station to Flemington Rd,,14494927.99999999813735485077,-3778580.00000000000000000000
Royal Park Station to Flemington Rd,,14494950.00000000000000000000,-3778667.99999999953433871269
Royal Park Station to Flemington Rd,,14494975.00000000000000000000,-3778768.00000000000000000000
Royal Park Station to Flemington Rd,,14494983.00000000000000000000,-3778794.00000000000000000000
Royal Park Station to Flemington Rd,,14494981.99999999813735485077,-3778797.99999999953433871269
Royal Park Station to Flemington Rd,,14494980.00000000186264514923,-3778804.00000000000000000000
Royal Park Station to Flemington Rd,,14494981.00000000186264514923,-3778810.00000000000000000000
Royal Park Station to Flemington Rd,,14494983.00000000000000000000,-3778822.00000000046566128731
Royal Park Station to Flemington Rd,,14494988.00000000000000000000,-3778839.00000000000000000000
Royal Park Station to Flemington Rd,,14494992.00000000000000000000,-3778846.00000000000000000000
Royal Park Station to Flemington Rd,,14494996.00000000000000000000,-3778855.00000000000000000000
Royal Park Station to Flemington Rd,,14494999.00000000186264514923,-3778870.00000000000000000000
